Train Loss,Validation Loss,Test Loss,Train AUC,Validation AUC,Test AUC
"[0.0331314392387867, 0.9917721748352051]","[0.08377280086278915, 0.9824374318122864]","[0.6663430333137512, 0.9512273073196411]",0.9988350598986955,0.9945840672722023,0.6731184594585038
