epoch,accuracy,loss,val_accuracy,val_loss
0,0.6207398772239685,1.9637306928634644,0.6512104868888855,0.6255835294723511
1,0.6995506286621094,0.5788642764091492,0.7183422446250916,0.5541212558746338
2,0.7416336536407471,0.5217607021331787,0.7242511510848999,0.5165928602218628
3,0.7938732504844666,0.44260141253471375,0.8189577460289001,0.3918856680393219
4,0.8427067995071411,0.361589252948761,0.8668855428695679,0.31490278244018555
5,0.881712019443512,0.29041963815689087,0.892572820186615,0.2859448194503784
6,0.9094322323799133,0.24390269815921783,0.9405006170272827,0.17552675306797028
7,0.9248825311660767,0.2116403877735138,0.9251538515090942,0.20775677263736725
8,0.9388554692268372,0.17522777616977692,0.9352482557296753,0.18205231428146362
9,0.9487453103065491,0.15171657502651215,0.9508411884307861,0.15429551899433136
10,0.953690230846405,0.1413096934556961,0.9610996842384338,0.12056891620159149
11,0.9573424458503723,0.12602299451828003,0.9499384760856628,0.17894954979419708
12,0.9627798199653625,0.11538909375667572,0.9505129456520081,0.14042562246322632
13,0.9654266834259033,0.11552628129720688,0.9626590013504028,0.12538503110408783
14,0.9675400853157043,0.10375095158815384,0.9711940884590149,0.10206496715545654
15,0.9706178307533264,0.09479489177465439,0.9680755138397217,0.10850434750318527
16,0.9717052578926086,0.09047870337963104,0.9615921378135681,0.15132763981819153
17,0.974249541759491,0.08584710955619812,0.965777575969696,0.13646000623703003
18,0.9745162725448608,0.08354897797107697,0.9621666073799133,0.12763677537441254
19,0.9764860272407532,0.07888129353523254,0.9716864824295044,0.106521837413311
20,0.9771426320075989,0.0770285427570343,0.9713582396507263,0.10452087223529816
21,0.9767322540283203,0.07684078067541122,0.9640541672706604,0.13248012959957123
22,0.9780454039573669,0.0738249272108078,0.9755436778068542,0.10024333745241165
23,0.9801177978515625,0.06877810508012772,0.9708658456802368,0.10502742230892181
24,0.9806307554244995,0.06679431349039078,0.9734920263290405,0.10145632922649384
25,0.9806307554244995,0.06785082817077637,0.9675010442733765,0.12862738966941833
26,0.9798305034637451,0.0709652453660965,0.9702913165092468,0.11014244705438614
27,0.9805281162261963,0.06424117088317871,0.9734099507331848,0.12312895059585571
28,0.9814925193786621,0.0670664831995964,0.9707016944885254,0.11814247071743011
29,0.9810000658035278,0.06297916918992996,0.9634796977043152,0.15326713025569916
30,0.9815950989723206,0.064091756939888,0.9738202691078186,0.135793074965477
31,0.9814514517784119,0.06616686284542084,0.9709478616714478,0.10847337543964386
32,0.9814925193786621,0.0632590800523758,0.9740664958953857,0.1195981502532959
33,0.9825594425201416,0.06253902614116669,0.9610176682472229,0.134135901927948
34,0.9825184345245361,0.062197599560022354,0.9783340096473694,0.10916925966739655
35,0.9817387461662292,0.06293407827615738,0.9736561179161072,0.13946688175201416
36,0.9826620221138,0.05808926001191139,0.9799754023551941,0.10458637773990631
37,0.9832160472869873,0.060962188988924026,0.9693065285682678,0.13066570460796356
38,0.9819849133491516,0.062235139310359955,0.9701272249221802,0.10377060621976852
39,0.980733335018158,0.06749389320611954,0.9628231525421143,0.11187838762998581
40,0.9832160472869873,0.06131601706147194,0.9692244529724121,0.14315709471702576
41,0.981636106967926,0.06537887454032898,0.9824374318122864,0.0837838351726532
42,0.9835853576660156,0.05981581658124924,0.9735740423202515,0.13717882335186005
43,0.9813693761825562,0.0663166269659996,0.9758719801902771,0.12730219960212708
44,0.9826825857162476,0.06285597383975983,0.9732457995414734,0.14934572577476501
45,0.9821901321411133,0.06641333550214767,0.9763643741607666,0.1153595820069313
46,0.9827440977096558,0.06820868700742722,0.9777595400810242,0.12197518348693848
47,0.9819439053535461,0.07047427445650101,0.9775953888893127,0.16444125771522522
48,0.981636106967926,0.0718851089477539,0.9764464497566223,0.15767072141170502
49,0.9829903244972229,0.06531084328889847,0.9739023447036743,0.15829433500766754
50,0.981123149394989,0.07382304221391678,0.9685679078102112,0.1712000072002411
51,0.9797894954681396,0.07352007180452347,0.9682396650314331,0.14662104845046997
52,0.9804050326347351,0.0806918740272522,0.9573245644569397,0.20130956172943115
53,0.9802408814430237,0.0727989673614502,0.9709478616714478,0.19732148945331573
54,0.979071319103241,0.20670966804027557,0.9741485714912415,0.1464327722787857
55,0.9799946546554565,0.08713586628437042,0.9643003940582275,0.13211096823215485
56,0.9772042036056519,0.08553371578454971,0.9743947386741638,0.16511794924736023
57,0.9782916307449341,0.08423980325460434,0.9782519340515137,0.1290213018655777
58,0.9768553376197815,0.09871389716863632,0.9783340096473694,0.11036332696676254
59,0.9776555895805359,0.0865868628025055,0.9747230410575867,0.15143004059791565
60,0.9771426320075989,0.09296312183141708,0.9491998553276062,0.23494625091552734
61,0.9764655232429504,0.14126886427402496,0.9754616618156433,0.20090769231319427
62,0.9746394157409668,0.11244682222604752,0.9729174971580505,0.2751743197441101
63,0.9727106690406799,0.1501189023256302,0.8556421995162964,0.9400755167007446
64,0.9745778441429138,0.108723945915699,0.9359048008918762,0.2643165588378906
65,0.9726285934448242,0.12184137850999832,0.9678292870521545,0.27947649359703064
66,0.9694072008132935,0.16524061560630798,0.8904390931129456,0.3266872763633728
