Train Loss,Validation Loss,Test Loss,Train AUC,Validation AUC,Test AUC
"[0.01434498280286789, 0.9970043301582336]","[0.04513626545667648, 0.9894132018089294]","[0.36296629905700684, 0.9529805779457092]",0.9997265723507551,0.9980600763819079,0.5669006549495708
