epoch,accuracy,loss,val_accuracy,val_loss
0,0.5408622026443481,2.1662325859069824,0.5369716882705688,0.7199215292930603
1,0.6363543272018433,0.6317158341407776,0.6775543689727783,0.5620748400688171
2,0.7958430051803589,0.4777321219444275,0.8929831981658936,0.2600139379501343
3,0.9228717684745789,0.20469722151756287,0.963890016078949,0.11667224764823914
4,0.9579785466194153,0.1241818442940712,0.9726713299751282,0.0938245952129364
5,0.9702074527740479,0.09933534264564514,0.9784981608390808,0.07769173383712769
6,0.9775530099868774,0.07912137359380722,0.9690603017807007,0.10917998105287552
7,0.9800357222557068,0.06988576054573059,0.97562575340271,0.09862516075372696
8,0.9821901321411133,0.07042565941810608,0.9798933267593384,0.06951794028282166
9,0.9825184345245361,0.0716618150472641,0.9834222197532654,0.0689946860074997
10,0.9854730367660522,0.054485637694597244,0.9640541672706604,0.14114536345005035
11,0.9851652979850769,0.0701456293463707,0.9860484004020691,0.06282121688127518
12,0.9879352450370789,0.04635395109653473,0.9764464497566223,0.0762886330485344
13,0.9878942370414734,0.05725124105811119,0.9839146733283997,0.0665210634469986
14,0.9900691509246826,0.04310298711061478,0.9846532344818115,0.06311266869306564
15,0.9899049997329712,0.040246106684207916,0.984160840511322,0.07058010250329971
16,0.9900280833244324,0.05379774421453476,0.9809601902961731,0.08256996423006058
17,0.9900691509246826,0.039240069687366486,0.9863767027854919,0.05193905904889107
18,0.9906026124954224,0.03964313492178917,0.9764464497566223,0.07782246172428131
19,0.9903769493103027,0.03929033875465393,0.9859663248062134,0.051358215510845184
20,0.9908693432807922,0.035626862198114395,0.9885925054550171,0.059068500995635986
21,0.9912181496620178,0.036345094442367554,0.9879359602928162,0.05694513022899628
22,0.9911771416664124,0.03527703136205673,0.9904801249504089,0.0513119176030159
23,0.990746259689331,0.035682808607816696,0.9865408539772034,0.06876760721206665
24,0.990746259689331,0.04024840146303177,0.982273280620575,0.07708756625652313
25,0.9908899068832397,0.037939317524433136,0.9834222197532654,0.0815335288643837
26,0.9907051920890808,0.03820093721151352,0.9821091294288635,0.07131330668926239
27,0.9902538061141968,0.04179883375763893,0.9865408539772034,0.06760524958372116
28,0.9911566376686096,0.03563752770423889,0.9839966893196106,0.07203489542007446
29,0.9904384613037109,0.04211796075105667,0.9345096349716187,0.24644224345684052
30,0.9897408485412598,0.039268609136343,0.9876897931098938,0.052877962589263916
31,0.9890432357788086,0.045403093099594116,0.984817385673523,0.06448905169963837
32,0.9900691509246826,0.042073287069797516,0.9803036451339722,0.08172609657049179
33,0.9894946217536926,0.04052920266985893,0.9894132018089294,0.045176830142736435
34,0.989720344543457,0.04565360024571419,0.9907262921333313,0.09605476260185242
35,0.9890227317810059,0.05675990879535675,0.989249050617218,0.06518480181694031
36,0.9887354373931885,0.04570424556732178,0.9835042953491211,0.1503058671951294
37,0.9894330501556396,0.05120027810335159,0.9805498719215393,0.10517457127571106
38,0.9869503378868103,0.04924067482352257,0.9823553562164307,0.07507217675447464
39,0.9891253113746643,0.05029347538948059,0.9835042953491211,0.09673936665058136
40,0.98805832862854,0.05632414296269417,0.9775953888893127,0.23375195264816284
41,0.9887354373931885,0.04596196487545967,0.9888387322425842,0.05491954833269119
42,0.9888585805892944,0.07756336033344269,0.9836684465408325,0.10062070190906525
43,0.9894741177558899,0.048428725451231,0.9161263704299927,0.4247612953186035
44,0.9889406561851501,0.0836423933506012,0.9905621409416199,0.05531683564186096
45,0.9882224798202515,0.05379662662744522,0.9745588898658752,0.15141840279102325
46,0.9876274466514587,0.061069849878549576,0.9821091294288635,0.0858033150434494
47,0.9898229241371155,0.044074296951293945,0.9818629622459412,0.13261112570762634
48,0.9890227317810059,0.05102776363492012,0.9877718687057495,0.06938199698925018
49,0.985555112361908,0.12797506153583527,0.9809601902961731,0.09970825165510178
50,0.9879352450370789,0.056822944432497025,0.9874435663223267,0.07172761112451553
51,0.9869503378868103,0.057458993047475815,0.9875256419181824,0.07548052072525024
52,0.9852883815765381,0.11038156598806381,0.9029133915901184,0.32029077410697937
53,0.985493540763855,0.05675244331359863,0.9870332479476929,0.057364385575056076
54,0.9726696610450745,0.13050073385238647,0.9617562294006348,0.13782981038093567
55,0.9843445420265198,0.07322997599840164,0.9858843088150024,0.4061841666698456
56,0.9845086932182312,0.08170158416032791,0.9423881769180298,1.1228904724121094
57,0.9820259809494019,0.07716630399227142,0.9854739308357239,0.1120355948805809
58,0.9784352779388428,0.17135772109031677,0.9707016944885254,0.10281302034854889
