Train Loss,Validation Loss,Test Loss,Train AUC,Validation AUC,Test AUC
"[0.04912439361214638, 0.9868888258934021]","[0.09344106167554855, 0.9768567681312561]","[0.47522926330566406, 0.9419828057289124]",0.9978480156854701,0.9925625529827486,0.655228851512423
